CDUC,Local - Nome da Unidade de Conservação,Número da Estação Amostral,Nome da EA,km/dia de amostragem (esforço),data da amostragem ,Ano,Estação do ano,Horário de início  (hh:mm),Horário de término (hh:mm),"condição climática: aberto, nublado e chuvoso",nome dos observadores,Número do animal no guia,Classe,Ordem,Família,Gênero,Espécies,"Clasificação taxonômica (espécie, gênero, família ou ordem)",Espécies validadas para análise do ICMBio,Número do animal no guia validado,Clasificação taxonômica validada,horário do avistamento,n° de animais,total ou parcial?,distância (m)     do animal em relação a trilha,marcação no transecto,teve problema durante a amostragem?  ,Observações
118,Flona do Jamari,1,Fazenda,,06/06/2017,06/06/2017,seca,06:33:00,11:05:00,aberto,Bruno e Jucimar,115,Mamíferos,Artiodactyla,Cervidae,Mazama,Mazama sp.,G,Mazama sp.,115,G,08:50:00,1,Total,32,2500,Nâo,
118,Flona do Jamari,1,Fazenda,,06/06/2017,06/06/2017,seca,06:33:00,11:05:00,aberto,Bruno e Jucimar,30,Aves,Tinamiformes,Tinamidae,Tinamus,,F,Tinamidae,30,F,09:23:00,1,Total,3,3050,Nâo,
118,Flona do Jamari,1,Fazenda,,06/06/2017,06/06/2017,seca,06:33:00,11:05:00,aberto,Bruno e Jucimar,12,Aves,Galliformes,Cracidae,Penelope,Penelope jacquacu,,Penelope sp.,12,G,09:37:00,2,Total,16,3300,Nâo,
118,Flona do Jamari,1,Fazenda,,06/06/2017,06/06/2017,seca,06:33:00,11:05:00,aberto,Bruno e Jucimar,260,Mamíferos,Primates,Pitheciidae,Pithecia,Pithecia irrorata,,Pithecia irrorata,260,E,09:48:00,2,Total,10,3500,Nâo,
118,Flona do Jamari,1,Fazenda,,06/06/2017,06/06/2017,seca,06:33:00,11:05:00,aberto,Bruno e Jucimar,142,Mamíferos,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta punctata,,Dasyprocta cf. fuliginosa,137,E,09:51:00,1,Total,12,3550,Nâo,
118,Flona do Jamari,1,Fazenda,,06/06/2017,06/06/2017,seca,06:30:00,11:08:00,aberto,Bruno e Jucimar,12,Aves,Galliformes,Cracidae,Penelope,Penelope jacquacu,,Penelope sp.,12,G,10:45:00,2,Total,5,4800,Nâo,
118,Flona do Jamari,1,Fazenda,5000,07/06/2017,07/06/2017,seca,06:30:00,11:08:00,aberto,Bruno e Jucimar,12,Aves,Galliformes,Cracidae,Penelope,Penelope jacquacu,,Penelope sp.,12,G,06:33:00,1,Total,3,50,Nâo,
118,Flona do Jamari,1,Fazenda,,07/06/2017,07/06/2017,seca,06:30:00,11:08:00,aberto,Bruno e Jucimar,142,Mamíferos,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta punctata,,Dasyprocta cf. fuliginosa,137,E,06:45:00,1,Total,27,200,Nâo,
118,Flona do Jamari,1,Fazenda,,07/06/2017,07/06/2017,seca,06:30:00,11:08:00,aberto,Bruno e Jucimar,142,Mamíferos,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta punctata,,Dasyprocta cf. fuliginosa,137,E,07:26:00,1,Total,9,1150,Nâo,
118,Flona do Jamari,1,Fazenda,,07/06/2017,07/06/2017,seca,06:30:00,11:08:00,aberto,Bruno e Jucimar,12,Aves,Galliformes,Cracidae,Penelope,Penelope jacquacu,,Penelope sp.,12,G,08:47:00,1,Total,11,2350,Nâo,
118,Flona do Jamari,1,Fazenda,,07/06/2017,07/06/2017,seca,06:30:00,11:08:00,aberto,Bruno e Jucimar,224,Mamíferos,Primates,Cebidae,Sapajus,Sapajus apella,,Sapajus apella,224,E,09:25:00,5,Parcial,32,3000,Nâo,
118,Flona do Jamari,1,Fazenda,,07/06/2017,07/06/2017,seca,06:30:00,11:08:00,aberto,Bruno e Jucimar,243,Mamíferos,Primates,Atelidae,Ateles,Ateles chamek,E,Ateles chamek,243,E,10:45:00,1,Total,3,4900,Nâo,
118,Flona do Jamari,2,Potosí,5000,14/04/2014,14/04/2014,chuvosa,06:38:00,11:21:00,nublado,Samuel e Luide,35,Aves,Tinamiformes,Tinamidae,Crypturellus,Crypturellus sp.,G,Crypturellus sp.,35,G,07:45:00,1,Total,0,3700,Nâo,
118,Flona do Jamari,2,Potosí,,14/04/2014,14/04/2014,chuvosa,06:38:00,11:21:00,nublado,Samuel e Luide,224,Mamíferos,Primates,Cebidae,Sapajus,Sapajus apella,,Sapajus apella,224,E,07:50:00,1,Total,15,3700,Nâo,
118,Flona do Jamari,2,Potosí,,14/04/2014,14/04/2014,chuvosa,06:38:00,11:21:00,nublado,Samuel e Luide,224,Mamíferos,Primates,Cebidae,Sapajus,Sapajus apella,,Sapajus apella,224,E,08:05:00,2,Total,1,3800,Nâo,
118,Flona do Jamari,2,Potosí,,14/04/2014,14/04/2014,chuvosa,06:38:00,11:21:00,nublado,Samuel e Luide,12,Aves,Galliformes,Cracidae,Penelope,Penelope jacquacu,,Penelope sp.,12,G,08:24:00,2,Total,8,4200,Nâo,
118,Flona do Jamari,2,Potosí,,14/04/2014,14/04/2014,chuvosa,06:38:00,11:21:00,nublado,Samuel e Luide,35,Aves,Tinamiformes,Tinamidae,Crypturellus,Crypturellus sp.,G,Crypturellus sp.,35,G,11:12:00,2,Total,0,250,Nâo,
118,Flona do Jamari,2,Potosí,5000,16/04/2014,16/04/2014,chuvosa,06:30:00,10:16:00,aberto,Samuel e Luide,35,Aves,Tinamiformes,Tinamidae,Crypturellus,Crypturellus sp.,G,Crypturellus sp.,35,G,07:19:00,1,Total,0,1000,Nâo,
118,Flona do Jamari,2,Potosí,,16/04/2014,16/04/2014,chuvosa,06:30:00,10:16:00,aberto,Samuel e Luide,119,Mamíferos,Artiodactyla,Cervidae,Mazama,Mazama nemorivaga,,Mazama nemorivaga,119,E,07:41:00,1,Total,5,350,Nâo,
118,Flona do Jamari,2,Potosí,,16/04/2014,16/04/2014,chuvosa,06:30:00,10:16:00,aberto,Samuel e Luide,35,Aves,Tinamiformes,Tinamidae,Crypturellus,Crypturellus sp.,G,Crypturellus sp.,35,G,08:50:00,2,Total,0,2800,Nâo,
118,Flona do Jamari,2,Potosí,,16/04/2014,16/04/2014,chuvosa,06:30:00,10:16:00,aberto,Samuel e Luide,224,Mamíferos,Primates,Cebidae,Sapajus,Sapajus apella,,Sapajus apella,224,E,09:21:00,6,Parcial,16,3700,Nâo,
118,Flona do Jamari,2,Potosí,,16/04/2014,16/04/2014,chuvosa,06:30:00,10:16:00,aberto,Samuel e Luide,158,Mamíferos,Rodentia,Sciuridae,Guerlinguetus,Guerlinguetus sp.,G,Guerlinguetus aestuans,156,E,09:53:00,1,Total,4,4200,Nâo,Esquilo
118,Flona do Jamari,2,Potosí,,16/04/2014,16/04/2014,chuvosa,06:30:00,10:16:00,aberto,Samuel e Luide,12,Aves,Galliformes,Cracidae,Penelope,Penelope jacquacu,,Penelope sp.,12,G,10:09:00,2,Total,0,4800,Nâo,
118,Flona do Jamari,2,Potosí,5000,17/04/2014,17/04/2014,chuvosa,06:38:00,10:21:00,aberto,Samuel e Luide,224,Mamíferos,Primates,Cebidae,Sapajus,Sapajus apella,,Sapajus apella,224,E,07:41:00,3,Total,21,3650,Nâo,
118,Flona do Jamari,2,Potosí,,17/04/2014,17/04/2014,chuvosa,06:38:00,10:21:00,aberto,Samuel e Luide,243,Mamíferos,Primates,Atelidae,Ateles,Ateles chamek,E,Ateles chamek,243,E,08:00:00,2,Total,17,3900,Nâo,
118,Flona do Jamari,2,Potosí,,17/04/2014,17/04/2014,chuvosa,06:38:00,10:21:00,aberto,Samuel e Luide,12,Aves,Galliformes,Cracidae,Penelope,Penelope jacquacu,,Penelope sp.,12,G,08:29:00,1,Total,21,4650,Nâo,
118,Flona do Jamari,2,Potosí,,17/04/2014,17/04/2014,chuvosa,06:38:00,10:21:00,aberto,Samuel e Luide,98,Mamíferos,Carnivora,Procyonidae,Nasua,Nasua nasua,,Nasua nasua,98,E,08:40:00,1,Total,4,4900,Nâo,
118,Flona do Jamari,2,Potosí,,17/04/2014,17/04/2014,chuvosa,06:38:00,10:21:00,aberto,Samuel e Luide,35,Aves,Tinamiformes,Tinamidae,Crypturellus,Crypturellus sp.,G,Crypturellus sp.,35,G,10:28:00,1,Total,0,300,Nâo,
118,Flona do Jamari,2,Potosí,5000,11/09/2014,11/09/2014,seca,07:42:00,12:14:00,aberto,André,186,Mamíferos,Primates,Callitrichidae,Saguinus,Saguinus weddelli,,Saguinus weddelli,197,E,08:08:00,4,Total,5.8,300,Nâo,
118,Flona do Jamari,2,Potosí,,11/09/2014,11/09/2014,seca,07:42:00,12:14:00,aberto,André,71,Mamíferos,Pilosa,Myrmecophagidae,Myrmecophaga,Myrmecophaga tridactyla,,Myrmecophaga tridactyla,71,,09:16:00,1,Total,6.2,2050,Nâo,
118,Flona do Jamari,2,Potosí,,11/09/2014,11/09/2014,seca,07:42:00,12:14:00,aberto,André,35,Aves,Tinamiformes,Tinamidae,Crypturellus,Crypturellus sp.,G,Crypturellus sp.,35,G,12:06:00,2,Total,0,4900,Nâo,
118,Flona do Jamari,2,Potosí,5000,12/09/2014,12/09/2014,seca,06:41:00,10:32:00,aberto,André e Zeziel,6,Aves,Galliformes,Cracidae,Pauxi,Pauxi tuberosa,,Pauxi tuberosa,6,E,06:52:00,1,Total,20.5,300,Nâo,
118,Flona do Jamari,2,Potosí,,12/09/2014,12/09/2014,seca,06:41:00,10:32:00,aberto,André e Zeziel,115,Mamíferos,Artiodactyla,Cervidae,Mazama,Mazama americana,,Mazama americana,115,E,07:02:00,1,Total,6,500,Nâo,
118,Flona do Jamari,2,Potosí,,12/09/2014,12/09/2014,seca,06:41:00,10:32:00,aberto,André e Zeziel,139,Mamíferos,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta leporina,,Dasyprocta cf. fuliginosa,137,E,09:08:00,1,Total,12,2550,Nâo,
118,Flona do Jamari,2,Potosí,5000,17/05/2015,17/05/2015,seca,06:40:00,11:05:00,aberto,Caroline e Zeziel,243,Mamíferos,Primates,Atelidae,Ateles,Ateles chamek,E,Ateles chamek,243,E,07:10:00,4,Total,25,2600,Nâo,
118,Flona do Jamari,2,Potosí,,17/05/2015,17/05/2015,seca,06:40:00,11:05:00,aberto,Caroline e Zeziel,119,Mamíferos,Artiodactyla,Cervidae,Mazama,Mazama sp.,G,Mazama sp.,119,G,10:20:00,1,Total,19,1300,Nâo,
118,Flona do Jamari,2,Potosí,,17/05/2015,17/05/2015,seca,06:40:00,11:05:00,aberto,Caroline e Zeziel,6,Aves,Galliformes,Cracidae,Pauxi,Pauxi tuberosa,,Pauxi tuberosa,6,E,10:30:00,2,Total,0,1200,Nâo,
118,Flona do Jamari,2,Potosí,,17/05/2015,17/05/2015,seca,06:40:00,11:05:00,aberto,Caroline e Zeziel,137,Mamíferos,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta sp.,G,Dasyprocta cf. fuliginosa,137,E,10:37:00,1,Total,0,900,Nâo,
118,Flona do Jamari,2,Potosí,5000,19/05/2015,19/05/2015,seca,06:50:00,11:00:00,aberto,Caroline e Zeziel,243,Mamíferos,Primates,Atelidae,Ateles,Ateles chamek,E,Ateles chamek,243,E,07:10:00,4,Total,24,2600,Nâo,
118,Flona do Jamari,2,Potosí,,19/05/2015,19/05/2015,seca,06:50:00,11:00:00,aberto,Caroline e Zeziel,35,Aves,Tinamiformes,Tinamidae,Crypturellus,Crypturellus sp.,G,Crypturellus sp.,35,G,07:30:00,1,Total,0,2800,Nâo,
118,Flona do Jamari,2,Potosí,,19/05/2015,19/05/2015,seca,06:50:00,11:00:00,aberto,Caroline e Zeziel,35,Aves,Tinamiformes,Tinamidae,Crypturellus,Crypturellus sp.,G,Crypturellus sp.,35,G,10:02:00,1,Total,4,1500,Nâo,
118,Flona do Jamari,2,Potosí,,19/05/2015,19/05/2015,seca,06:50:00,11:00:00,aberto,Caroline e Zeziel,139,Mamíferos,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta leporina,,Dasyprocta cf. fuliginosa,137,E,10:58:00,1,Total,0,0,Nâo,
118,Flona do Jamari,2,Potosí,5000,21/05/2015,21/05/2015,seca,06:57:00,11:01:00,aberto,Caroline e Zeziel,111,Mamíferos,Perissodactyla,Tapiridae,Tapirus,Tapirus terrestris,,Tapirus terrestris,111,E,07:10:00,2,Total,5,2350,Nâo,
118,Flona do Jamari,2,Potosí,,21/05/2015,21/05/2015,seca,06:57:00,11:01:00,aberto,Caroline e Zeziel,35,Aves,Tinamiformes,Tinamidae,Crypturellus,Crypturellus sp.,G,Crypturellus sp.,35,G,08:20:00,1,Total,5,4100,Nâo,
118,Flona do Jamari,2,Potosí,,21/05/2015,21/05/2015,seca,06:57:00,11:01:00,aberto,Caroline e Zeziel,12,Aves,Galliformes,Cracidae,Penelope,Penelope jacquacu,,Penelope sp.,12,G,10:13:00,2,Total,7,1300,Nâo,
118,Flona do Jamari,2,Potosí,,21/05/2015,21/05/2015,seca,06:57:00,11:01:00,aberto,Caroline e Zeziel,35,Aves,Tinamiformes,Tinamidae,Crypturellus,Crypturellus sp.,G,Crypturellus sp.,35,G,10:20:00,1,Total,6.5,950,Nâo,
118,Flona do Jamari,2,Potosí,,21/05/2015,21/05/2015,seca,06:57:00,11:01:00,aberto,Caroline e Zeziel,121,Mamíferos,Artiodactyla,Tayassuidae,Pecari,Pecari tajacu,,Pecari tajacu,121,E,10:47:00,2,Total,0,300,Nâo,
118,Flona do Jamari,2,Potosí,5000,23/05/2015,23/05/2015,seca,07:13:00,09:36:00,nublado,Caroline e Zeziel,119,Mamíferos,Artiodactyla,Cervidae,Mazama,Mazama nemorivaga,,Mazama nemorivaga,119,E,07:28:00,1,Total,6,2400,Nâo,
118,Flona do Jamari,2,Potosí,,23/05/2015,23/05/2015,seca,07:13:00,09:36:00,nublado,Caroline e Zeziel,243,Mamíferos,Primates,Atelidae,Ateles,Ateles chamek,E,Ateles chamek,243,E,07:33:00,5,Total,24,2600,Nâo,
118,Flona do Jamari,2,Potosí,,23/05/2015,23/05/2015,seca,07:13:00,09:36:00,nublado,Caroline e Zeziel,35,Aves,Tinamiformes,Tinamidae,Crypturellus,Crypturellus sp.,G,Crypturellus sp.,35,G,09:34:00,1,Total,0,4900,Nâo,
118,Flona do Jamari,2,Potosí,5000,24/08/2015,24/08/2015,seca,06:10:00,10:25:00,nublado,Gilson e Bruno,266,Mamíferos,Primates,Pitheciidae,Callicebus,Callicebus brunneus,,Callicebus brunneus,266,E,06:11:00,2,Total,10,2100,Nâo,
118,Flona do Jamari,2,Potosí,,24/08/2015,24/08/2015,seca,06:10:00,10:25:00,nublado,Gilson e Bruno,260,Mamíferos,Primates,Pitheciidae,Pithecia,Pithecia irrorata,,Pithecia irrorata,260,E,07:38:00,2,Total,5,100,Nâo,
118,Flona do Jamari,2,Potosí,,24/08/2015,24/08/2015,seca,06:10:00,10:25:00,nublado,Gilson e Bruno,54,Aves,Gruiformes,Psophiidae,Psophia,Psophia viridis,,Psophia viridis,54,E,07:43:00,2,Total,5,50,Nâo,
118,Flona do Jamari,2,Potosí,,24/08/2015,24/08/2015,seca,06:10:00,10:25:00,nublado,Gilson e Bruno,6,Aves,Galliformes,Cracidae,Pauxi,Pauxi tuberosa,,Pauxi tuberosa,6,E,07:43:00,2,Total,10,50,Nâo,
118,Flona do Jamari,2,Potosí,,24/08/2015,24/08/2015,seca,06:10:00,10:25:00,nublado,Gilson e Bruno,12,Aves,Galliformes,Cracidae,Penelope,Penelope jacquacu,,Penelope sp.,12,G,08:36:00,3,Total,0,2150,Nâo,
118,Flona do Jamari,2,Potosí,5000,25/08/2015,25/08/2015,seca,06:12:00,10:52:00,nublado,Gilson e Bruno,12,Aves,Galliformes,Cracidae,Penelope,Penelope jacquacu,,Penelope sp.,12,G,06:13:00,1,Total,1,2100,Nâo,
118,Flona do Jamari,2,Potosí,,25/08/2015,25/08/2015,seca,06:12:00,10:52:00,nublado,Gilson e Bruno,6,Aves,Galliformes,Cracidae,Pauxi,Pauxi tuberosa,,Pauxi tuberosa,6,E,06:39:00,1,Total,0,2650,Nâo,
118,Flona do Jamari,2,Potosí,,25/08/2015,25/08/2015,seca,06:12:00,10:52:00,nublado,Gilson e Bruno,224,Mamíferos,Primates,Cebidae,Sapajus,Sapajus apella,,Sapajus apella,224,E,07:43:00,1,Parcial,4.5,4250,Nâo,
118,Flona do Jamari,2,Potosí,,25/08/2015,25/08/2015,seca,06:12:00,10:52:00,nublado,Gilson e Bruno,139,Mamíferos,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta leporina,,Dasyprocta cf. fuliginosa,137,E,08:19:00,1,Total,0,4850,Nâo,
118,Flona do Jamari,2,Potosí,,25/08/2015,25/08/2015,seca,06:12:00,10:52:00,nublado,Gilson e Bruno,224,Mamíferos,Primates,Cebidae,Sapajus,Sapajus apella,,Sapajus apella,224,E,09:25:00,8,Total,30,2100,Nâo,
118,Flona do Jamari,2,Potosí,,25/08/2015,25/08/2015,seca,06:12:00,10:52:00,nublado,Gilson e Bruno,54,Aves,Gruiformes,Psophiidae,Psophia,Psophia viridis,,Psophia viridis,54,E,10:22:00,5,Total,0,700,Nâo,
118,Flona do Jamari,2,Potosí,,25/08/2015,25/08/2015,seca,06:12:00,10:52:00,nublado,Gilson e Bruno,119,Mamíferos,Artiodactyla,Cervidae,Mazama,Mazama nemorivaga,,Mazama nemorivaga,119,E,10:34:00,1,Total,10,550,Nâo,
118,Flona do Jamari,2,Potosí,,25/08/2015,25/08/2015,seca,06:12:00,10:52:00,nublado,Gilson e Bruno,137,Mamíferos,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta sp.,G,Dasyprocta cf. fuliginosa,137,E,10:54:00,1,Total,12,300,Nâo,
118,Flona do Jamari,2,Potosí,5000,26/08/2015,26/08/2015,seca,06:07:00,10:12:00,nublado,Gilson e Bruno,12,Aves,Galliformes,Cracidae,Penelope,Penelope jacquacu,,Penelope sp.,12,G,06:13:00,1,Total,1,2250,Nâo,
118,Flona do Jamari,2,Potosí,,26/08/2015,26/08/2015,seca,06:07:00,10:12:00,nublado,Gilson e Bruno,137,Mamíferos,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta sp.,G,Dasyprocta cf. fuliginosa,137,E,06:34:00,2,Total,15,2650,Nâo,
118,Flona do Jamari,2,Potosí,,26/08/2015,26/08/2015,seca,06:07:00,10:12:00,nublado,Gilson e Bruno,186,Mamíferos,Primates,Callitrichidae,Saguinus,Saguinus weddelli,,Saguinus weddelli,197,E,06:59:00,5,Total,5,3200,Nâo,Bando misto
118,Flona do Jamari,2,Potosí,,26/08/2015,26/08/2015,seca,06:07:00,10:12:00,nublado,Gilson e Bruno,183,Mamíferos,Primates,Callitrichidae,Mico,Mico rondoni,E,Mico rondoni,183,E,06:59:00,1,Parcial,5,3200,Nâo,Bando misto
118,Flona do Jamari,2,Potosí,,26/08/2015,26/08/2015,seca,06:07:00,10:12:00,nublado,Gilson e Bruno,139,Mamíferos,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta leporina,,Dasyprocta cf. fuliginosa,137,E,07:25:00,1,Total,5,3900,Nâo,
118,Flona do Jamari,2,Potosí,,26/08/2015,26/08/2015,seca,06:07:00,10:12:00,nublado,Gilson e Bruno,137,Mamíferos,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta sp.,G,Dasyprocta cf. fuliginosa,137,E,10:03:00,1,Total,8,1500,Nâo,
118,Flona do Jamari,2,Potosí,5000,27/08/2015,27/08/2015,seca,06:20:00,10:39:00,chuvoso,Gilson e Bruno,183,Mamíferos,Primates,Callitrichidae,Mico,Mico rondoni,,Mico rondoni,183,E,07:08:00,6,Total,0,3200,Nâo,
118,Flona do Jamari,2,Potosí,,27/08/2015,27/08/2015,seca,06:20:00,10:39:00,chuvoso,Gilson e Bruno,12,Aves,Galliformes,Cracidae,Penelope,Penelope jacquacu,,Penelope sp.,12,G,08:00:00,1,Total,3,4250,Nâo,
118,Flona do Jamari,2,Potosí,,27/08/2015,27/08/2015,seca,06:20:00,10:39:00,chuvoso,Gilson e Bruno,243,Mamíferos,Primates,Atelidae,Ateles,Ateles chamek,E,Ateles chamek,243,E,09:52:00,3,Total,10,850,Nâo,
118,Flona do Jamari,2,Potosí,,27/08/2015,27/08/2015,seca,06:20:00,10:39:00,chuvoso,Gilson e Bruno,119,Mamíferos,Artiodactyla,Cervidae,Mazama,Mazama sp.,G,Mazama sp.,119,G,09:58:00,1,Total,8,850,Nâo,
118,Flona do Jamari,2,Potosí,,27/08/2015,27/08/2015,seca,06:20:00,10:39:00,chuvoso,Gilson e Bruno,98,Mamíferos,Carnivora,Procyonidae,Nasua,Nasua nasua,,Nasua nasua,98,E,10:17:00,8,Total,5,400,Nâo,
118,Flona do Jamari,2,Potosí,5000,28/08/2015,28/08/2015,seca,06:11:00,10:00:00,nublado,Gilson e Bruno,12,Aves,Galliformes,Cracidae,Penelope,Penelope jacquacu,,Penelope sp.,12,G,06:15:00,8,Total,0,2250,Nâo,
118,Flona do Jamari,2,Potosí,,28/08/2015,28/08/2015,seca,06:11:00,10:00:00,nublado,Gilson e Bruno,137,Mamíferos,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta sp.,G,Dasyprocta cf. fuliginosa,137,E,06:22:00,1,Total,4.5,2350,Nâo,
118,Flona do Jamari,2,Potosí,,28/08/2015,28/08/2015,seca,06:11:00,10:00:00,nublado,Gilson e Bruno,260,Mamíferos,Primates,Pitheciidae,Pithecia,Pithecia irrorata,,Pithecia irrorata,260,E,06:58:00,4,Total,7,3200,Nâo,
118,Flona do Jamari,2,Potosí,,28/08/2015,28/08/2015,seca,06:11:00,10:00:00,nublado,Gilson e Bruno,183,Mamíferos,Primates,Callitrichidae,Mico,Mico rondoni,,Mico rondoni,183,E,07:02:00,6,Total,8,3200,Nâo,
118,Flona do Jamari,2,Potosí,,28/08/2015,28/08/2015,seca,06:11:00,10:00:00,nublado,Gilson e Bruno,183,Mamíferos,Primates,Callitrichidae,Mico,Mico rondoni,,Mico rondoni,183,E,07:38:00,4,Total,15,4200,Nâo,
118,Flona do Jamari,2,Potosí,,28/08/2015,28/08/2015,seca,06:11:00,10:00:00,nublado,Gilson e Bruno,186,Mamíferos,Primates,Callitrichidae,Saguinus,Saguinus weddelli,,Saguinus weddelli,197,E,07:38:00,8,Total,15,4200,Nâo,
118,Flona do Jamari,2,Potosí,,28/08/2015,28/08/2015,seca,06:11:00,10:00:00,nublado,Gilson e Bruno,137,Mamíferos,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta sp.,G,Dasyprocta cf. fuliginosa,137,E,08:07:00,1,Total,5.5,4700,Nâo,
118,Flona do Jamari,2,Potosí,,28/08/2015,28/08/2015,seca,06:11:00,10:00:00,nublado,Gilson e Bruno,121,Mamíferos,Artiodactyla,Tayassuidae,Pecari,Pecari tajacu,,Pecari tajacu,121,E,08:10:00,1,Total,0,4950,Nâo,
118,Flona do Jamari,2,Potosí,,28/08/2015,28/08/2015,seca,06:11:00,10:00:00,nublado,Gilson e Bruno,243,Mamíferos,Primates,Atelidae,Ateles,Ateles chamek,E,Ateles chamek,243,E,09:28:00,1,Total,10,800,Nâo,
118,Flona do Jamari,2,Potosí,5000,07/04/2016,07/04/2016,chuvosa,06:52:00,11:55:00,nublado,Camila e Celina,32,Aves,Tinamiformes,Tinamidae,Crypturellus,Crypturellus sp.,G,Crypturellus sp.,32,G,07:20:00,1,Total,0,1850,Nâo,
118,Flona do Jamari,2,Potosí,,07/04/2016,07/04/2016,chuvosa,06:52:00,11:55:00,nublado,Camila e Celina,32,Aves,Tinamiformes,Tinamidae,Crypturellus,Crypturellus sp.,G,Crypturellus sp.,32,G,08:25:00,1,Total,0,1050,Nâo,
118,Flona do Jamari,2,Potosí,,07/04/2016,07/04/2016,chuvosa,06:52:00,11:55:00,nublado,Camila e Celina,92,Mamíferos,Carnivora,Mustelidae,Eira,Eira barbara,,Eira barbara,92,E,10:11:00,1,Total,0,2300,Nâo,
118,Flona do Jamari,2,Potosí,,07/04/2016,07/04/2016,chuvosa,06:52:00,11:55:00,nublado,Camila e Celina,183,Mamíferos,Primates,Callitrichidae,Mico,Mico rondoni,,Mico rondoni,183,E,10:26:00,5,Total,0,3300,Nâo,
118,Flona do Jamari,2,Potosí,,07/04/2016,07/04/2016,chuvosa,06:52:00,11:55:00,nublado,Camila e Celina,6,Aves,Galliformes,Cracidae,Pauxi,Pauxi tuberosa,,Pauxi tuberosa,6,E,10:37:00,2,Total,0,3500,Nâo,
118,Flona do Jamari,2,Potosí,,07/04/2016,07/04/2016,chuvosa,06:52:00,11:55:00,nublado,Camila e Celina,139,Mamíferos,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta leporina,,Dasyprocta cf. fuliginosa,137,E,10:48:00,1,Total,0,4000,Nâo,
118,Flona do Jamari,2,Potosí,5000,08/04/2016,08/04/2016,chuvosa,07:08:00,10:42:00,aberto,Caroline e Paulo,12,Aves,Galliformes,Cracidae,Penelope,Penelope jacquacu,,Penelope sp.,12,G,09:50:00,1,Total,18,2500,Nâo,
118,Flona do Jamari,2,Potosí,,08/04/2016,08/04/2016,chuvosa,07:08:00,10:42:00,aberto,Caroline e Paulo,186,Mamíferos,Primates,Callitrichidae,Saguinus,Saguinus weddelli,,Saguinus weddelli,197,E,10:20:00,4,Total,15.5,4400,Nâo,
118,Flona do Jamari,2,Potosí,5000,09/04/2016,09/04/2016,chuvosa,07:22:00,11:46:00,aberto,Caroline e Celina,,,,,,,,,,,,0,,,,Nâo,Nenhum registro
118,Flona do Jamari,2,Potosí,5000,11/04/2016,11/04/2016,chuvosa,07:32:00,11:13:00,nublado,Caroline e Celina,218,Mamíferos,Primates,Cebidae,Saimiri,Saimiri ustus,,Saimiri ustus,218,E,08:49:00,4,Parcial,5,0,Nâo,
118,Flona do Jamari,2,Potosí,,11/04/2016,11/04/2016,chuvosa,07:32:00,11:13:00,nublado,Caroline e Celina,224,Mamíferos,Primates,Cebidae,Sapajus,Sapajus apella,,Sapajus apella,224,E,08:49:00,4,Parcial,5,0,Nâo,
118,Flona do Jamari,2,Potosí,5000,23/05/2016,23/05/2016,seca,06:12:00,12:20:00,nublado,Pedro e Paulo,6,Aves,Galliformes,Cracidae,Pauxi,Pauxi tuberosa,,Pauxi tuberosa,6,E,06:17:00,2,Total,3,2000,Nâo,
118,Flona do Jamari,2,Potosí,,23/05/2016,23/05/2016,seca,06:12:00,12:20:00,nublado,Pedro e Paulo,12,Aves,Galliformes,Cracidae,Penelope,Penelope jacquacu,,Penelope sp.,12,G,08:08:00,1,Total,2,400,Nâo,
118,Flona do Jamari,2,Potosí,,23/05/2016,23/05/2016,seca,06:12:00,12:20:00,nublado,Pedro e Paulo,12,Aves,Galliformes,Cracidae,Penelope,Penelope jacquacu,,Penelope sp.,12,G,09:21:00,2,Total,15,2200,Nâo,
118,Flona do Jamari,2,Potosí,,23/05/2016,23/05/2016,seca,06:12:00,12:20:00,nublado,Pedro e Paulo,224,Mamíferos,Primates,Cebidae,Sapajus,Sapajus apella,,Sapajus apella,224,E,11:53:00,6,Total,9,4950,Nâo,
118,Flona do Jamari,2,Potosí,5000,25/05/2016,25/05/2016,seca,06:10:00,12:05:00,aberto,Pedro e Paulo,12,Aves,Galliformes,Cracidae,Penelope,Penelope jacquacu,,Penelope sp.,12,G,07:51:00,2,Total,17,450,Nâo,
118,Flona do Jamari,2,Potosí,,25/05/2016,25/05/2016,seca,06:10:00,12:05:00,aberto,Pedro e Paulo,218,Mamíferos,Primates,Cebidae,Saimiri,Saimiri ustus,,Saimiri ustus,218,E,09:53:00,5,Parcial,0,2800,Nâo,
